2025-05-20 20:44:14,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:44:15,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:44:15,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:44:15,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:44:16,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:44:16,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:44:25,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:44:26,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:44:27,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:44:27,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:44:27,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:44:28,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:44:29,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:44:29,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:44:38,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:44:39,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:44:39,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:44:39,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:44:40,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:44:41,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:44:41,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:44:41,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:44:50,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:44:51,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:44:51,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:44:52,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:44:52,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:44:52,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:44:53,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:44:53,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:45:03,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:45:04,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:45:04,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:45:05,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:45:05,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:45:05,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:45:06,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:45:06,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:45:15,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:45:16,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:45:17,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:45:17,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:45:17,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:45:17,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:45:18,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:45:18,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:45:28,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:45:28,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:45:29,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:45:29,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:45:30,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:45:30,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:45:30,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:45:30,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:45:40,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:45:41,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:45:41,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:45:42,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:45:42,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:45:42,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:45:43,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:45:43,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:45:53,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:45:54,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:45:54,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:45:54,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:45:55,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:45:55,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:45:55,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:45:55,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:46:06,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:46:06,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:46:07,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:46:07,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:46:08,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:46:08,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:46:08,WiFi AP Gate 3,192.168.0.50,Gate 3,OFFLINE ❌
2025-05-20 20:46:08,Fake Router,10.255.255.1,Maintenance Closet,OFFLINE ❌
2025-05-20 20:46:19,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:46:19,Server Room Switch,192.168.0.1,Server Room,OFFLINE ❌
2025-05-20 20:46:19,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
2025-05-20 20:46:20,Check-in Counter 1,192.168.0.10,Terminal A,OFFLINE ❌
